Name;Koords;Passierbarkeit;Ausfall der Tarnung;Beeinträchtigung der Manövrierbarkeit;Beeinträchtigung der Zielerfassung;Blockade der Langstreckensensoren;Geringe Chance auf energetischen Bonus;Kurzzeitiger Ausfall der Nahbereichssensoren;Leck am EPS;Leck am Reaktor;Leck am Warpantrieb;Minderung des Energiewaffenschadens;Steigerung des Energiewaffenschadens;Störung der Langstreckensensoren;Störung der Schildemitter;Verschleierung der Signaturen;Verstecke Subraumspuren;Versteckte Signaturen;x;y
Thalassanebel;1|7;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7
Thalassanebel;2|7;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7
Thalassanebel;3|7;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7
Thalassanebel;4|7;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7
Thalassanebel;5|7;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7
Thalassanebel;6|7;passierbar;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;7
Thalassanebel;7|7;passierbar;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;7
Thalassanebel;8|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7
Thalassanebel;9|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7
Argentumkaskade;10|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7
Thalassanebel;1|8;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8
Thalassanebel;2|8;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8
Thalassanebel;3|8;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8
Thalassanebel;4|8;passierbar;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;8
Thalassanebel;5|8;passierbar;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;8
Thalassanebel;6|8;passierbar;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;8
Thalassanebel;7|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8
Argentumkaskade;9|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8
Argentumkaskade;10|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;8
Thalassanebel;1|9;passierbar;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;9
Thalassanebel;2|9;passierbar;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;9
Thalassanebel;3|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;9
Thalassanebel;4|9;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;9
Thalassanebel;5|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9
Thalassanebel;6|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9
Argentumkaskade;9|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9
Argentumkaskade;10|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9
Thalassanebel;1|10;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;10
Thalassanebel;2|10;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;10
Thalassanebel;3|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10
Thalassanebel;4|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10
Thalassanebel;5|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10
Thalassanebel;6|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10
Thalassanebel;1|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
Thalassanebel;2|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11
Thalassanebel;3|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11
Thalassanebel;4|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11
Thalassanebel;5|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11
Thalassanebel;6|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11
Cebula-Wolke;15|1;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1
Cebula-Wolke;16|1;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1
Cebula-Wolke;17|1;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1
Cebula-Wolke;18|1;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1
Cebula-Wolke;15|2;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2
Cebula-Wolke;16|2;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;2
Cebula-Wolke;17|2;unpassierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;2
Cebula-Wolke;18|2;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;2
Cebula-Wolke;19|2;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;2
Cebula-Wolke;20|2;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2
Cebula-Wolke;15|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3
Cebula-Wolke;16|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3
Cebula-Wolke;17|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3
Cebula-Wolke;18|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3
Cebula-Wolke;19|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;3
Cebula-Wolke;20|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3
Plejadendunst;19|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4
Plejadendunst;20|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;4
Plejadendunst;21|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;4
Zonk-Schimmer;13|5;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5
Zonk-Schimmer;14|5;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5
Zonk-Schimmer;12|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6
Zonk-Schimmer;13|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13;6
Zonk-Schimmer;14|6;unpassierbar;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;6
Zonk-Schimmer;15|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;6
Argentumkaskade;11|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7
Zonk-Schimmer;13|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;7
Zonk-Schimmer;14|7;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;7
Zonk-Schimmer;15|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;7
Argentumkaskade;11|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;8
Zonk-Schimmer;13|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8
Zonk-Schimmer;14|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;8
Zonk-Schimmer;15|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8
Argentumkaskade;11|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9
Monocerosnebel;5|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;13
Monocerosnebel;6|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;13
Monocerosnebel;7|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;13
Monocerosnebel;4|14;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;14
Monocerosnebel;5|14;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;14
Monocerosnebel;6|14;passierbar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;14
Monocerosnebel;7|14;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;14
Monocerosnebel;3|15;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15
Monocerosnebel;4|15;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;15
Monocerosnebel;5|15;unpassierbar;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;15
Monocerosnebel;6|15;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;15
Monocerosnebel;7|15;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;15
Monocerosnebel;3|16;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;16
Monocerosnebel;4|16;unpassierbar;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;16
Monocerosnebel;5|16;passierbar;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;16
Monocerosnebel;6|16;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16
Monocerosnebel;3|17;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;17
Monocerosnebel;4|17;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;17
Monocerosnebel;5|17;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;17
Topasdämmerung;15|12;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;12
Topasdämmerung;16|12;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12
Topasdämmerung;17|12;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;12
Topasdämmerung;12|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13
Topasdämmerung;13|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13
Topasdämmerung;14|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13
Topasdämmerung;15|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;13
Topasdämmerung;16|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;13
Topasdämmerung;17|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;13
Topasdämmerung;12|14;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;14
Topasdämmerung;13|14;unpassierbar;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;14
Topasdämmerung;14|14;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14
Topasdämmerung;15|14;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;14
Topasdämmerung;16|14;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;14
Topasdämmerung;17|14;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;14
Topasdämmerung;12|15;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15
Topasdämmerung;13|15;unpassierbar;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;15
Topasdämmerung;14|15;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;15
Topasdämmerung;15|15;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;15
Topasdämmerung;16|15;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;15
Topasdämmerung;17|15;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;15
Topasdämmerung;12|16;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;16
Topasdämmerung;13|16;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;16
Topasdämmerung;14|16;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;16
Topasdämmerung;15|16;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;16
Topasdämmerung;16|16;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;16
Topasdämmerung;17|16;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;16
Topasdämmerung;13|17;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;17
Topasdämmerung;14|17;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;17
Plejadendunst;24|1;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1
Plejadendunst;25|1;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1
Plejadendunst;26|1;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1
Plejadendunst;24|2;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2
Plejadendunst;25|2;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;25;2
Plejadendunst;26|2;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;26;2
Plejadendunst;27|2;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2
Plejadendunst;22|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;3
Plejadendunst;23|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3
Plejadendunst;24|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3
Plejadendunst;25|3;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;25;3
Plejadendunst;26|3;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;26;3
Plejadendunst;27|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;3
Plejadendunst;22|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4
Plejadendunst;23|4;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;23;4
Plejadendunst;24|4;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;24;4
Plejadendunst;25|4;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;25;4
Plejadendunst;26|4;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;26;4
Plejadendunst;27|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;4
Plejadendunst;18|5;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5
Plejadendunst;19|5;passierbar;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;19;5
Plejadendunst;20|5;passierbar;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;20;5
Plejadendunst;21|5;passierbar;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;21;5
Plejadendunst;22|5;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;5
Plejadendunst;23|5;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;23;5
Plejadendunst;24|5;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;24;5
Plejadendunst;25|5;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;25;5
Plejadendunst;26|5;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;5
Plejadendunst;18|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;6
Plejadendunst;19|6;passierbar;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;19;6
Plejadendunst;20|6;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;6
Plejadendunst;21|6;unpassierbar;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;6
Plejadendunst;22|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;6
Plejadendunst;23|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;6
Plejadendunst;24|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;6
Plejadendunst;25|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;6
Plejadendunst;18|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;7
Plejadendunst;19|7;passierbar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;7
Plejadendunst;20|7;unpassierbar;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;7
Plejadendunst;21|7;unpassierbar;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;7
Plejadendunst;22|7;passierbar;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;22;7
Plejadendunst;23|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;7
Plejadendunst;18|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;8
Plejadendunst;19|8;passierbar;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;19;8
Plejadendunst;20|8;passierbar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;8
Plejadendunst;21|8;passierbar;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;21;8
Plejadendunst;22|8;unpassierbar;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;22;8
Plejadendunst;23|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;8
Plejadendunst;24|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;8
Plejadendunst;19|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;9
Plejadendunst;20|9;passierbar;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20;9
Plejadendunst;21|9;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;9
Plejadendunst;22|9;passierbar;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;22;9
Plejadendunst;23|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;23;9
Plejadendunst;24|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;9
Plejadendunst;25|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;9
Plejadendunst;26|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;9
Plejadendunst;20|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;10
Plejadendunst;21|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;10
Plejadendunst;22|10;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;10
Plejadendunst;23|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;10
Plejadendunst;24|10;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;10
Plejadendunst;25|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;10
Plejadendunst;26|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;10
Plejadendunst;21|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;11
Plejadendunst;22|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;11
Plejadendunst;23|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;11
Plejadendunst;24|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;11
Plejadendunst;25|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;11
Perseusnebel;33|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;3
Perseusnebel;34|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;3
Perseusnebel;32|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;4
Perseusnebel;33|4;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;33;4
Perseusnebel;34|4;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;34;4
Perseusnebel;35|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;4
Perseusnebel;36|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;4
Perseusnebel;32|5;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;5
